clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,ingreso,termino,causa_salida
5589,2,1,56,Esthela Ortiz de Toledo,25006.0,CULIACAN,2032.0,2032.0,4
5590,2,1,89,Aguajito,25006.0,CULIACAN,2032.0,2032.0,4
5591,2,1,38,Universidad 94,25006.0,CULIACAN,2032.0,2032.0,4
5592,2,1,60,Pemex,25006.0,CULIACAN,2032.0,2032.0,4
5593,2,1,19,,25013.0,MOCORITO,2032.0,2032.0,4
5594,2,1,214,C. HISTORICO,25006.0,MAZATLAN,2032.0,2032.0,4
5595,2,1,21,Insurgentes,25006.0,CULIACAN,2032.0,2032.0,4
5596,2,1,2,Las Mañanitas,25006.0,CULIACAN,2032.0,2032.0,4
5597,2,1,298,4 de Marzo,99999.0,CULIACAN,2032.0,2032.0,4
5598,2,1,12,Antonio Yamaguchi,25018.0,NAVOLATO,2032.0,2032.0,4
5599,2,1,22,Ferrocarrilera,25015.0,CULIACAN,2032.0,2032.0,4
5600,2,1,56,La Higueras,25006.0,CULIACAN,2032.0,2032.0,4
5724,2,2,214,El Walamo,99999.0,PORTALES,2032.0,2032.0,4
5725,2,1,9999,,99999.0,,2032.0,2032.0,4
5728,2,1,9999,,99999.0,,2032.0,2032.0,4
5764,2,1,69,,25006.0,CULIACAN,2011.0,2041.0,5
5772,2,1,21,Issstesin,25006.0,CULIACAN,2022.0,2041.0,4
5773,2,1,4,,25015.0,GUAMUCHIL,2022.0,2032.0,4
5774,2,1,40,4 de Marzo,25006.0,CULIACAN,2022.0,2041.0,4
5776,2,1,327,Las Granjas,99999.0,CULIACAN,2022.0,,3
5789,2,1,49,San Francisco,25011.0,GUASAVE,2032.0,2032.0,4
5790,2,1,117,Villa del Real,25005.0,COSALA,2032.0,2032.0,4
5883,2,1,2,Las Mañanitas,25006.0,"CULIACAN, SIN.",2003.0,2042.0,5
5884,2,1,49,Centro,25011.0,"GUASAVE, SIN.",2003.0,2042.0,5
5885,2,1,2,Los Angeles,25006.0,"CULIACAN, SIN.",2003.0,2042.0,5
5886,2,1,2,El Walamo,25006.0,CULIACAN,2003.0,2042.0,5
5887,2,1,11,,25001.0,PUEBLOS UNIDOS,2003.0,2041.0,4
5888,2,1,116,Infonavit Jobori,25006.0,"VILLA JUAREZ,C.",2003.0,2042.0,5
5889,2,1,9,Los Angeles,25018.0,NAVOLATO,2002.0,2022.0,4
5890,2,1,2,4 de Marzo,25006.0,"CULIACAN, SIN.",2002.0,2041.0,4
5891,2,1,4,Villa de Guadalupe,25015.0,"CULIACAN, SIN.",2003.0,2042.0,5
5892,2,1,41,Villa de Guadalupe,25006.0,"CULIACAN, SIN.",2003.0,2042.0,5
5893,2,2,38,Fovissste Playa Azul,25006.0,"CULIACAN, SIN.",2003.0,2042.0,5
5894,2,1,85,Grecia,25011.0,"GUASAVE, SIN.",2002.0,2042.0,4
5895,2,1,41,Las Mañanitas,25006.0,"CULIACAN, SIN.",2003.0,2042.0,5
5950,2,1,73,Ruben Jaramillo,25006.0,CULIACAN,2012.0,2041.0,4
5951,2,1,52,Cascadas,25006.0,CULIACAN,2012.0,2041.0,4
5975,2,1,9999,,99999.0,,2023.0,2043.0,5
5979,2,1,1,4 de Marzo,1002.0,CULIACAN,2022.0,2041.0,4
5980,2,1,138,Stase,1002.0,CULIACAN,2022.0,2042.0,4
5981,2,1,4,Bugambilias,25015.0,CULIACAN,2022.0,2041.0,4
5982,2,1,41,Los Angeles,1002.0,CULIACAN,2022.0,,3
5983,2,1,140,Universidad 94,25006.0,CULIACAN,2022.0,2042.0,4
5984,2,1,30,La Higueras,25006.0,CULIACAN,2022.0,2041.0,4
6020,2,1,266,Ruiz Cortinez Dos,25011.0,GUASAVE,2032.0,2042.0,4
6021,2,1,25,Bamoa,25011.0,GUASAVE,2032.0,2042.0,4
6022,2,1,93,Centro,25006.0,SAN IGNACIO,2032.0,2042.0,4
6023,2,1,8,El Toro,25006.0,CULIACAN,2032.0,2042.0,4
6024,2,1,1,Universidad 94,25006.0,CULIACAN,2033.0,2043.0,4
6025,2,1,212,Los Angeles,25006.0,CULIACAN,2032.0,2042.0,4
6026,2,1,7,Agustina Ramirez,25006.0,CULIACAN,2032.0,2042.0,4
6027,2,1,118,SINALOA DE LEY,25006.0,SINALOA DE LEYV,2032.0,2042.0,4
6028,2,1,284,Bonifacio Rojas,99999.0,EL ROSARIO,2032.0,2041.0,4
6101,2,1,112,Infonavit Jobori,25015.0,GUAMUCHIL,2042.0,2042.0,4
6102,2,1,112,Los Angeles,25006.0,CULIACAN,2042.0,2042.0,4
6103,2,1,52,Adolfo Lopez Mateos,25006.0,CULIACAN,2042.0,2042.0,4
6104,2,1,26,Gustavo Diaz Ordaz,25006.0,CULIACAN,2042.0,2042.0,4
6105,2,1,118,Villa de Guadalupe,25006.0,CULIACAN,2042.0,2042.0,4
6106,2,1,85,4 de Marzo,25006.0,CULIACAN,2042.0,2042.0,4
6107,2,1,55,San Pedro,25011.0,CULIACAN,2042.0,2042.0,4
6108,2,1,119,Revolucion,25006.0,CULIACAN,2042.0,2042.0,4
6109,2,2,71,4 de Marzo,25006.0,CULIACAN,2042.0,2042.0,4
6110,2,1,172,Las Mañanitas,25006.0,CULIACAN,2042.0,2042.0,4
6111,2,1,112,Magisterio,25015.0,SALVADOR ALVARA,2042.0,2042.0,4
6112,2,1,26,Popular,25006.0,CULIACAN,2042.0,2042.0,4
6113,2,1,33,Miramar,25008.0,LA CRUZ DE ELOT,2042.0,2042.0,4
6175,2,1,9999,,99999.0,,2043.0,2043.0,4
6188,2,1,0,,,,2003.0,2023.0,4
6209,2,1,112,Cascadas,25015.0,culiacan,2061.0,2103.0,5
6275,2,1,129,Stanza Solare,25006.0,COSTA,2061.0,,1
7039,2,1,31,ESCOBEDO,25006.0,ELdorado,2063.0,,1
7040,2,1,117,Morelos,25006.0,CULIACAN,2063.0,,3
7041,2,1,56,Monte Bello,25013.0,COL. MELCHOR OCAMPO,2063.0,2063.0,4
7042,2,1,140,El Toro,25011.0,EL PROGRESO GVE,2063.0,,3
7043,2,1,46,SAN,25018.0,NAVOLATO,2063.0,,1
7044,2,1,49,Rincon de Las Plazas,25003.0,RINCON DE LOS MONZON,2063.0,,1
7045,2,1,27,Emiliano Zapata,25006.0,CULIACAN,2063.0,2091.0,4
7046,2,1,153,Diamante,25006.0,CULIACAN,2063.0,,3
7047,2,1,20,MAJADA,25013.0,MOCORITO,2063.0,2103.0,5
7048,2,1,20,Issstesin,25013.0,culiacan,2063.0,,3
7049,2,1,107,Canarias,25006.0,COSTA RICA,2063.0,,2
7050,2,1,189,Centro,10034.0,TAMAZULA DURANGO,2063.0,,3
7051,2,1,30,JUAN,25006.0,CULIACAN,2063.0,,1
7052,2,1,119,Villa del Real,25006.0,CULIACAN,2063.0,2081.0,4
7053,2,1,28,26,25006.0,TAMARINDO,2063.0,,1
7054,2,1,128,,25006.0,EL MELON,2063.0,2091.0,4
7055,2,1,60,Lazaro Cardenas,25006.0,CULIACAN,2063.0,2083.0,4
7056,2,1,107,Libertad,25006.0,CULIACAN,2063.0,,1
7057,2,1,28,Santa Natalia,25006.0,culiacan,2063.0,2093.0,4
7058,2,1,28,26,25006.0,V.,2063.0,2103.0,5
7059,2,1,25,El Walamo,25006.0,CULIACAN,2063.0,,1
7060,2,1,26,Plutarco Elias Calles,25006.0,CULIACAN,2063.0,,3
7061,2,1,17,PROTO,25002.0,ANGOSTURA,2063.0,2103.0,5
7062,2,1,118,LOMBARDO,25006.0,CULIACAN,2063.0,2103.0,5
7063,2,1,322,Cascadas,25006.0,CULIACAN,2063.0,2083.0,4
7064,2,1,20,Centro,25013.0,"PERICOS,",2063.0,,1
7065,2,1,46,San Pedro,25018.0,SAN PEDRO,2063.0,,3
7066,2,1,202,Libertad,25018.0,culiacan,2063.0,,1
7067,2,1,61,El Cid,25018.0,V.,2063.0,,1
7068,2,1,61,Centro,25018.0,Navolato,2063.0,,1
7069,2,1,10,18,25011.0,GUASAVE,2063.0,,1
7070,2,1,82,El Walamo,25006.0,CULIACAN,2063.0,,1
7071,2,1,82,Vicente Lombardo Toledano,25006.0,CULIACAN,2063.0,2063.0,4
7072,2,1,118,Villa del Real,25006.0,CULIACAN,2063.0,2063.0,4
7073,2,1,28,villas,25006.0,"CULIACAN,SINALOA",2063.0,,1
7074,2,1,151,Centro,25004.0,CONCORDIA,2063.0,2103.0,5
7075,2,1,128,ESCOBEDO,25006.0,EL,2063.0,,1
7076,2,1,107,conocido,25006.0,moc.,2063.0,,1
7077,2,1,116,San Francisco,25013.0,culiacan,2063.0,,1
7078,2,1,107,Morelos,25006.0,CULIACAN,2063.0,,1
7079,2,1,325,,25011.0,"TAMAZULA,",2063.0,,1
7080,2,1,117,Villa del Real,25006.0,CULIACAN,2063.0,2081.0,4
7081,2,1,28,,,VILLA ADOLFO L. M.,2063.0,,3
7082,2,1,151,La Higueras,25004.0,LAS ARENITAS,2063.0,,3
7083,2,1,108,ZAPATA,25009.0,ESCUINAPA,2063.0,,1
7084,2,1,118,Vicente Lombardo Toledano,25006.0,CULIACAN,2063.0,2071.0,4
7085,2,1,112,Infonavit Jobori,25015.0,GUAMUCHIL,2063.0,,1
7086,2,1,135,Ejidal,25011.0,guasave,2063.0,,1
7087,2,1,108,Gabriel Leyva Velazquez,25009.0,ESCUINAPA,2063.0,,1
7088,2,1,329,Morelos,25001.0,LOS MOCHIS,2063.0,2063.0,4
7089,2,1,91,Centro,25008.0,LA,2063.0,,1
7090,2,1,62,San Francisco,25006.0,CULIACAN,2063.0,,2
7091,2,1,117,San Francisco,25006.0,CULIACAN,2063.0,,1
7092,2,1,29,LOS,25018.0,NAVOLATO,2063.0,,1
7093,2,1,16,El Walamo,25006.0,CULIACAN,2063.0,2103.0,5
7094,2,1,103,DAUTILLOS,25018.0,NAVOLATO,2063.0,,3
7095,2,1,111,Stanza,25012.0,CULIACAN,2063.0,,3
7096,2,1,144,Ejidal,25011.0,guasave,2063.0,,1
7097,2,1,117,4 de Marzo,25006.0,CULIACAN,2063.0,2071.0,4
7098,2,1,112,Magisterio,25015.0,GUAMUCHIL,2063.0,,1
7099,2,1,117,EL,25006.0,CAMPO,2063.0,2103.0,5
7100,2,1,117,Antonio Toledo Corro,25006.0,CULIACAN,2063.0,2063.0,4
7101,2,1,113,FRACC.,25006.0,CULIACAN,2063.0,,1
7102,2,1,17,Guadalupe,25006.0,CULIACAN,2063.0,,1
7103,2,1,27,Pradera Dorada Vii,25006.0,CULIACAN,2063.0,2073.0,4
7104,2,2,107,BARRANCOS,25006.0,CULIACAN,2063.0,2103.0,5
7105,2,1,112,Ejidal,25011.0,EJIDO,2063.0,,1
7106,2,1,31,EJIDO EL MELON,25006.0,QUILA,2063.0,2073.0,4
7107,2,1,112,Fovissste Playa Azul,25015.0,GUAMUCHIL,2063.0,,1
7108,2,1,112,Insurgentes,25015.0,GUAMUCHIL,2063.0,2103.0,5
7109,2,1,29,,25018.0,BUENOS AIRES,2063.0,2071.0,4
7110,2,1,162,INF.,25012.0,MAZATLAN,2063.0,2103.0,5
7111,2,1,71,AMPL.,25006.0,CULIACAN,2063.0,,1
7112,2,1,17,BRAVO,25002.0,"NAVOLATO , SINALOA",2063.0,2063.0,4
7113,2,1,71,Bachigualato,25006.0,CULIACAN,2063.0,,1
7114,2,1,107,VICENTE,25006.0,CULIACAN,2063.0,,1
7115,2,1,107,LOS,25006.0,CULIACAN,2063.0,,1
7116,2,1,243,Morelos,25006.0,"CULIACAN,SINALOA",2063.0,2103.0,5
7117,2,1,154,Universidad 94,25011.0,GUASAVE,2063.0,,1
7118,2,1,27,Fovissste Diamante,25006.0,CULIACAN,2063.0,2063.0,4
7119,2,1,117,10,25006.0,CULIACAN,2063.0,,2
7120,2,1,29,BARIOMETO,25018.0,CON.BARIOMETO,2063.0,,2
7121,2,1,183,Nueva Galicia,25012.0,"MAZATLAN , SINALOA",2063.0,2063.0,4
7122,2,1,118,Vicente Lombardo Toledano,25006.0,CULIACAN,2063.0,,2
7123,2,1,156,Popular,25018.0,NAVOLATO,2063.0,2103.0,5
7124,2,1,121,Guadalupe,25006.0,CULIACAN,2063.0,,1
7125,2,1,68,GATO,25002.0,ANGOSTURA,2063.0,,1
7126,2,1,107,Morelos,25006.0,CULIACAN,2063.0,,1
7127,2,1,156,Santa Natalia,25018.0,NAVOLATO,2063.0,,1
7128,2,1,243,Ejidal,25011.0,GUASAVE,2063.0,,3
7129,2,1,151,MALPICA,25004.0,CONCORDIA,2063.0,,1
7130,2,1,127,FRACC.,25018.0,CULIACAN,2063.0,2103.0,5
7131,2,1,14,Ejidal,25017.0,SINALOA,2063.0,2103.0,5
7132,2,1,26,VILLA,25006.0,CULIACAN,2063.0,,1
7133,2,1,117,Loma Linda,25006.0,CULIACAN,2063.0,,1
7134,2,1,48,E.,25015.0,GUAMUCHIL,2063.0,2103.0,5
7135,2,1,120,Chula Vista,25006.0,CULIACAN,2063.0,,1
7136,2,1,162,Centro,25004.0,CONCORDIA,2063.0,,1
7137,2,1,347,Centro,25004.0,CONCORDIA,2063.0,,1
7138,2,1,107,Fovissste Playa Azul,25006.0,CULIACAN,2063.0,,1
7139,2,1,349,Centro,25012.0,MAZATLAN,2063.0,,1
7140,2,1,117,Issstesin,25006.0,CULIACAN,2063.0,,1
7141,2,1,353,Canaco,2004.0,TIJUANA,2063.0,,1
7142,2,1,149,Las Granjas,25012.0,MAZATLAN,2063.0,,3
7143,2,1,357,San Miguel,25006.0,CULIACAN,2063.0,,1
7144,2,1,105,FRAC.,25001.0,AHOME,2063.0,2103.0,5
7145,2,1,360,Chapultepec,25006.0,CULIACAN,2063.0,,1
7146,2,1,372,Pemex,25006.0,"CULIACAN, SINALOA",2063.0,2083.0,4
7260,2,1,154,,25011.0,"TERAHUITO,",2063.0,,1
7262,2,1,120,Santa Natalia,25006.0,CAMPO,2063.0,,1
7268,2,1,122,Aguajito,25006.0,CULIACAN,2063.0,2103.0,5
7281,2,1,61,FIDEL GUTIERREZ,25018.0,VILLA ANGEL FLORES,2063.0,,3
7284,2,1,30,Centro,25006.0,COSTA,2063.0,,3
7294,2,1,107,San Miguel,25006.0,CULIACAN,2063.0,,1
7296,2,1,29,LA,25018.0,LA,2063.0,,1
7297,2,1,71,Antonio Toledo Corro,25006.0,CULIACAN,2063.0,2081.0,4
7303,2,1,21,Nio,25015.0,GUAMUCHIL,2063.0,,1
7304,2,1,90,Villa de Guadalupe,25006.0,CULIACAN,2063.0,2063.0,4
7320,2,1,32,Centro,25005.0,COSALA,2063.0,,3
7321,2,1,30,Centro,25006.0,COSTA RICA,2063.0,,3
7322,2,1,59,CAMPO,25002.0,ANGOSTURA,2063.0,2103.0,5
7324,2,1,217,Montuosa,25012.0,MAZATLAN,2063.0,2093.0,5
7325,2,1,183,Nueva Galicia,25012.0,mazatlan,2063.0,2091.0,5
8008,2,1,117,Libertad,25006.0,"CULIACAN,",2073.0,,1
8009,2,1,117,Lazaro Cardenas,25006.0,CULIACAN,2073.0,,2
8010,2,1,140,Estacion Dimas,25011.0,ESTACION BAMOA,2073.0,,3
8011,2,1,107,LA,25006.0,CULIACAN,2073.0,,2
8012,2,1,26,FRAC.,25006.0,CULIACAN,2073.0,,1
8013,2,1,140,El Toro,25011.0,EJIDO EL PROGESO,2073.0,,3
8014,2,1,107,10,25006.0,CULIACAN,2073.0,,1
8015,2,1,140,El Toro,25011.0,EJIDO EL PROGRESO,2073.0,,3
8016,2,1,117,FRACC.,25006.0,CULIACAN,2073.0,,1
8017,2,1,65,BUENOS,25006.0,CULIACAN,2073.0,,1
8018,2,1,131,Miramar,25008.0,"ELOTA, SIN.",2073.0,,3
8019,2,1,140,El Toro,25011.0,EJIDO EL PROGRESO,2073.0,2073.0,4
8020,2,1,26,INF.,25006.0,"CULIACAN,",2073.0,,1
8021,2,1,107,INF.,25006.0,"CULIACAN,",2073.0,,1
8022,2,1,153,FRACC.,25006.0,CULIACAN,2073.0,,1
8023,2,1,47,villa,25011.0,culiacan,2073.0,,1
8024,2,1,0,FRAC.,25006.0,"CULIACAN,",2073.0,2103.0,4
8025,2,1,47,FRACC.,25011.0,CULIACAN,2073.0,,1
8026,2,1,118,Bugambilias,25006.0,CULIACAN,2073.0,,1
8027,2,1,118,CAMPESINA,25006.0,CULIACAN,2073.0,,1
8028,2,1,121,Cnop,25006.0,CULIACAN,2073.0,,1
8029,2,1,127,Santa Natalia,25018.0,NAVOLATO,2073.0,,1
8030,2,1,107,Chapultepec,25006.0,CULIACAN,2073.0,,1
8031,2,1,118,Miguel Leyson,25006.0,"CULIACAN,SIN.",2073.0,,3
8032,2,1,107,Guadalupe,25006.0,"CULIACAN,SIN.",2073.0,,1
8033,2,1,419,Villa del Real,25012.0,"MAZATLAN, SIN.",2073.0,,2
8034,2,1,25,San Miguel,25006.0,CULIACAN,2073.0,,1
8035,2,1,24,Emiliano Zapata,25006.0,"CULIACAN,",2073.0,,1
8036,2,1,417,La Higueras,25018.0,VILLA JUAREZ,2073.0,,3
8037,2,1,417,,25018.0,VILLA JUAREZ,2073.0,,3
8038,2,1,416,,25018.0,VILLA JUAREZ,2073.0,,2
8039,2,1,117,Emiliano Zapata,25006.0,CULIACAN,2073.0,,1
8040,2,2,25,San Miguel,25006.0,"CULIACAN,",2073.0,,1
8041,2,1,121,Libertad,25006.0,CULIACAN,2073.0,,1
8042,2,1,118,4,25006.0,"CULIACAN,",2073.0,,1
8043,2,1,129,Canarias,25006.0,COSTA RICA,2073.0,,3
8044,2,1,107,Independencia,25006.0,CULIACAN,2073.0,,1
8045,2,1,30,Villa Union,25006.0,culiacan,2073.0,,3
8046,2,1,153,Canaco,25006.0,CULIACAN,2073.0,,1
8047,2,1,123,10,25006.0,CULIACAN,2073.0,,1
8048,2,2,66,Centro,25013.0,culiacan,2073.0,,1
8049,2,1,118,sind.,,SIND.,2073.0,,1
8050,2,1,417,Montserrat,25018.0,NAVOLATO,2073.0,,1
8051,2,1,107,Acueducto,25006.0,CULIACAN,2073.0,,1
8052,2,1,118,JUNTAS,25006.0,"CULIACAN,SIN.",2073.0,,1
8053,2,1,141,Villa del Real,25013.0,MOCORITO,2073.0,,3
8054,2,1,423,Villa del Real,25006.0,CULIACAN,2073.0,2073.0,4
8055,2,1,28,Juan Aldama,25018.0,JUAN ALDAMA EL TIGRE,2073.0,2073.0,4
8056,2,1,28,JUAN,25018.0,JUAN,2073.0,,1
8057,2,1,153,inf.,25006.0,CULIACAN,2073.0,,1
8058,2,1,121,LOMBARDO,25006.0,CULIACAN,2073.0,,1
8059,2,1,14,Estadio,25011.0,ESTACION,2073.0,,1
8060,2,1,28,villa,25018.0,culiacan,2073.0,,1
8061,2,1,153,Humaya,25006.0,"CULIACAN,SIN.",2073.0,,2
8062,2,1,0,,,,2073.0,,3
8063,2,1,0,Ferrocarrilera,,"Culiacan,",2073.0,,1
8064,2,1,32,LEOPOLDO,25005.0,COSALA,2073.0,,1
8065,2,1,153,Canaco,25006.0,CULIACAN,2073.0,,1
8066,2,1,163,Santa Natalia,25006.0,"CULIACAN, SIN.",2073.0,,3
8067,2,1,118,Industrial Bravo,25006.0,"CULIACAN,",2073.0,,3
8068,2,1,24,Renato Vega,25006.0,"CULIACAN, SIN.",2073.0,2073.0,4
8069,2,1,24,Villa de Guadalupe,25006.0,"CULIACAN, SIN.",2073.0,2073.0,4
8070,2,1,111,Infonavit Jobori,25012.0,"MAZATLAN, SIN.",2073.0,,2
8071,2,1,71,BARRANCOS,25006.0,CULIACAN,2073.0,,2
8072,2,1,27,Bugambilias,25006.0,"CULIACAN,",2073.0,,1
8074,2,1,27,Bugambilias,25006.0,"CULIACAN,",2073.0,,1
8075,2,1,112,Juarez,,GUAMUCHIL,2073.0,,1
8076,2,1,107,El Walamo,25006.0,CULIACAN,2073.0,,1
8077,2,1,117,FRAC.,25006.0,CULIACAN,2073.0,,1
8078,2,1,112,Centro,25013.0,MOCORITO,2073.0,,1
8079,2,1,129,Olas,25006.0,COSTARRICA,2073.0,,1
8080,2,1,431,Centro,25011.0,"GUASAVE,SINALOA.",2073.0,,1
8081,2,1,145,LOC,25011.0,GUASAVE,2073.0,,1
8082,2,1,432,DAUTILLOS,25018.0,DAUTILLOS,2073.0,,1
8083,2,1,0,,,,2073.0,2091.0,4
8084,2,1,107,Emiliano Zapata,25006.0,CULIACAN,2073.0,,1
8085,2,1,121,Centro,25006.0,"CULIACAN,",2073.0,,1
8086,2,1,0,adolfo,,culiacan,2073.0,,1
8087,2,1,71,JUAN,25006.0,COSTA,2073.0,,1
8088,2,1,31,conocida,25006.0,culiacan,2073.0,,3
8089,2,1,107,San Francisco,25006.0,"CULIACAN,",2073.0,,3
8090,2,1,112,FOV.,25006.0,CULIACAN,2073.0,,1
8091,2,1,128,fracc.,25006.0,CULIACAN,2073.0,,1
8092,2,1,107,Miguel Hidalgo Y Costilla,25006.0,"CULIACAN, SIN.",2073.0,2091.0,4
8093,2,1,27,FRAC.,25006.0,CULIACAN,2073.0,,1
8094,2,1,129,Stanza Solare,25006.0,COSTA,2073.0,,1
8095,2,1,60,Lazaro Cardenas,25006.0,"CULIACAN, SIN.",2073.0,,1
8096,2,1,324,Primavera,25006.0,"CULIACAN, SIN.",2073.0,2073.0,4
8097,2,1,120,Los Angeles,25006.0,"CULIACAN,",2073.0,,1
8098,2,1,46,Alameda,25018.0,NAVOLATO,2073.0,,2
8099,2,1,352,Tamazula,10034.0,TAMAZULA DURANGO,2073.0,,3
8100,2,1,225,ADOLFO,25006.0,"CULIACAN,",2073.0,,1
8101,2,1,95,FRAC.,25006.0,CULIACAN,2073.0,,1
8102,2,1,26,Campestre,25006.0,CULIACAN,2073.0,2073.0,4
8103,2,1,26,Santa Natalia,25006.0,COSTA,2073.0,,1
8104,2,1,84,Lazaro Cardenas,25006.0,CULIACAN,2073.0,2073.0,4
8105,2,1,142,La Constancia,25006.0,CULIACAN,2073.0,,2
8106,2,1,142,Loma Linda,25002.0,COL. SINALOA,2073.0,,1
8107,2,1,131,ELOTA,25008.0,ELOTA,2073.0,,2
8108,2,1,144,Tierra Blanca,25006.0,CULIACAN,2073.0,2073.0,4
8109,2,1,71,Los Angeles,25006.0,CULIACAN,2073.0,2073.0,4
8110,2,1,23,NAKAYAMA,25006.0,CULIACAN,2073.0,,3
8111,2,1,0,,,,2073.0,2073.0,4
8112,2,1,30,La Constancia,25006.0,"COSTA RICA, SIN.",2073.0,2081.0,4
8113,2,1,154,Las Granjas,25011.0,"LA FLORIDA, SIN.",2073.0,2073.0,4
8211,2,1,72,LOMALINDA,25006.0,"CULIACAN,SIN.",2073.0,,1
8364,2,2,127,Nayarit,25018.0,"NAVOLATO,",2073.0,,1
8385,2,1,0,adolfo,,culiacan,2073.0,,1
8396,2,1,0,Olas,,culiacan,2073.0,,1
8397,2,1,0,,,,2073.0,2073.0,4
8398,2,1,0,,,culiacan-culiacancito,2073.0,,1
8399,2,1,0,luis,,cosala,2073.0,,1
8400,2,1,0,Los Angeles,,CULIACAN,2073.0,,1
8515,2,1,27,Huizaches,25006.0,CULIACAN,2073.0,,2
8899,2,1,489,CONOCIDO,25003.0,HUIXIOPA,2083.0,2101.0,1
8900,2,1,26,Ampliacion Loma Linda,25006.0,CULIACAN,2083.0,,4
8901,2,1,128,Ejidal,25006.0,ELDORADO,2083.0,,1
8902,2,1,107,Bugambilias,25006.0,CULIACAN,2083.0,,3
8903,2,1,10,Villa del Real,25011.0,GUASAVE,2083.0,2083.0,4
8904,2,2,26,FRAC.,25006.0,CULIACAN,2083.0,,1
8906,2,1,31,Centro,25006.0,EL,2083.0,,1
8907,2,1,55,Villa del Real,25011.0,GUASAVE,2083.0,2101.0,4
8908,2,1,351,Villa del Real,25006.0,CULIACAN,2083.0,2083.0,4
8909,2,1,352,,10005.0,TAMAZULA,2083.0,,1
8910,2,1,26,TOLEDO,25006.0,CULIACAN,2083.0,,1
8911,2,1,339,Villa Union,25006.0,CULIACAN,2083.0,,2
8912,2,1,107,10,25006.0,CULIACAN,2083.0,,1
8913,2,1,121,Olas,25006.0,CULIACAN,2083.0,,1
8914,2,1,71,FRACC.,25006.0,CULIACAN,2083.0,,1
8915,2,1,89,Campestre,25006.0,CULIACAN,2083.0,2091.0,4
8916,2,1,107,Los Angeles,25006.0,CULIACAN,2083.0,,1
8917,2,1,103,Altabrisa,25018.0,navolato,2083.0,,3
8918,2,1,55,VILLA,25011.0,GUASAVE,2083.0,,1
8919,2,1,18,Centro,25003.0,BADIRAGUATO,2083.0,,3
8920,2,1,429,JESUS,25006.0,CULIACAN,2083.0,,1
8921,2,1,117,INF.,25006.0,CULIACAN,2083.0,,1
8922,2,1,143,CONOCIDO,25002.0,COSTA,2083.0,,1
8923,2,1,107,Montserrat,25006.0,CULIACAN,2083.0,,1
8924,2,2,475,Campestre,25006.0,CULIACAN,2083.0,,1
8925,2,1,112,VILLA,25015.0,SALVADOR,2083.0,,1
8926,2,1,4,RANCHO,25006.0,CULIACAN,2083.0,,1
8927,2,1,117,San Francisco,25006.0,CULIACAN,2083.0,,1
8928,2,1,107,Acueducto,25006.0,CULIACAN,2083.0,,1
8929,2,2,129,Stanza Solare,25006.0,COSTA RICA,2083.0,2091.0,4
8930,2,1,46,CONOCIDO,25006.0,ejido,2083.0,,1
8931,2,1,117,Industrial Bravo,25006.0,CULIACAN,2083.0,,3
8932,2,1,121,Infonavit Jobori,25006.0,CULIACAN,2083.0,,1
8933,2,1,22,Loma de Rodriguera,25006.0,CULIACAN,2083.0,,3
8934,2,1,153,Colon,25006.0,NAVOLATO,2083.0,,1
8935,2,1,117,INF.,25006.0,CULIACAN,2083.0,,1
8936,2,1,95,La Higueras,25006.0,CULIACAN,2083.0,,3
8937,2,1,117,TOLEDO,25006.0,CULIACAN,2083.0,,1
8938,2,1,107,SAN,25006.0,CULIACAN,2083.0,,1
8939,2,1,121,El Walamo,25006.0,CULIACAN,2083.0,2083.0,4
8940,2,1,116,,25013.0,RECOVECO,2083.0,,1
8941,2,1,432,CONOCIDO,25018.0,DAUTILLOS,2083.0,,1
8942,2,1,221,Torres Porta Alegre,25006.0,CULIACAN,2083.0,,1
8943,2,1,127,Antonio Yamaguchi,25018.0,NAVOLATO,2083.0,2083.0,4
8944,2,1,153,Bugambilias,25006.0,CULIACAN,2083.0,,1
8945,2,1,71,Chula Vista,25006.0,CULIACAN,2083.0,,2
8946,2,1,129,Stanza Solare,25006.0,COSTA,2083.0,,1
8947,2,1,112,Centro,25015.0,SALVADOR ALVARADO,2083.0,2083.0,4
8948,2,1,71,BARRANCOS,25006.0,CULIACAN,2083.0,,1
8949,2,1,62,San Francisco,25006.0,culiacan,2083.0,,2
8950,2,1,154,Centro,25011.0,GUASAVE,2083.0,2101.0,4
8951,2,1,118,LA,25006.0,CULIACAN,2083.0,,1
8952,2,1,27,Infonavit Jobori,25006.0,CULIACAN,2083.0,,1
8953,2,1,27,Plaza,25006.0,CULIACAN,2083.0,,3
8954,2,1,122,Aguajito,25006.0,CULIACAN,2083.0,,1
8955,2,1,27,Villa del Real,25006.0,CULIACAN,2083.0,2083.0,4
8956,2,1,10,Independencia,25011.0,GUASAVE,2083.0,,1
8957,2,1,145,2,25011.0,GUASAVE,2083.0,,1
8958,2,1,131,,25008.0,ABOCHO,2083.0,2083.0,4
8959,2,1,107,Olas,25006.0,Culiacán,2083.0,,1
8960,2,1,129,Stanza Solare,25006.0,COSTA RICA,2083.0,2083.0,4
8961,2,1,63,,25006.0,EL QUEMADITO,2083.0,,3
8962,2,2,107,Ferrocarrilera,25006.0,CULIACAN,2083.0,,1
8963,2,1,107,Guadalupe,25006.0,CULIACAN,2083.0,,1
