clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,ingreso,termino,causa_salida
1495,0,1,190,Aguajito,25006.0,CULIACAN,2023.0,2073.0,5
1496,0,2,3,Humaya,25006.0,CULIACAN,2023.0,2063.0,5
1497,0,2,1,4 de Marzo,25006.0,CULIACAN,2023.0,2061.0,4
1513,0,2,2,Guadalupe,25006.0,CULIACAN,2023.0,2071.0,5
1552,0,1,5,El Walamo,1002.0,CULIACAN,2023.0,2073.0,5
1561,0,2,2,Cascadas,25006.0,CULIACAN,2023.0,2071.0,5
1566,0,2,2,Miguel de La Madrid,25006.0,CULIACAN,2023.0,2061.0,5
1627,0,1,4,Stase,1002.0,CULIACAN,2023.0,2071.0,5
1646,0,1,1,ROSALES,1002.0,CULIACAN,2023.0,2062.0,4
1648,0,1,38,Las Mañanitas,1002.0,CULIACAN,2023.0,2052.0,4
1652,0,2,26,Centro,25006.0,CULIACAN,2023.0,2071.0,5
1655,0,1,40,El Walamo,1002.0,CULIACAN,2023.0,2081.0,5
1669,0,1,1,BARRANCOS 4,25006.0,CULIACAN,2023.0,2073.0,5
1670,0,1,71,Centro,99999.0,EL ROSARIO,2023.0,2053.0,4
1700,0,1,1,Los Angeles,25006.0,CULIACAN,2023.0,2071.0,5
2059,0,2,2,Salvador Alvarado,99999.0,CULIACAN,2023.0,2063.0,5
2061,0,1,162,Nueva Galicia,99999.0,MAZATLAN,2023.0,2073.0,5
2064,0,2,40,4 de Marzo,99999.0,CULIACAN,2023.0,2073.0,5
2066,0,2,2,Emiliano Zapata,99999.0,CULIACAN,2023.0,2071.0,5
2068,0,2,0,,99999.0,,2023.0,2023.0,4
2078,0,1,0,,99999.0,,2023.0,2023.0,4
2080,0,2,5,La Higueras,25006.0,CULIACAN,2023.0,2063.0,5
2081,0,1,21,Villa del Real,99999.0,GUAMUCHIL,2023.0,2071.0,5
2086,0,2,5,Villa de Guadalupe,99999.0,CULIACAN,2023.0,2063.0,5
2091,0,2,9999,,99999.0,,2013.0,2061.0,5
2094,0,1,55,Nuevo Culiacan,99999.0,CULIACAN,2023.0,2063.0,5
2098,0,1,0,Las Mañanitas,25006.0,CULIACAN,2023.0,2063.0,5
2099,0,1,351,Culiacancito,25006.0,CULIACAN,2023.0,,3
2100,0,2,320,El Walamo,99999.0,CULIACAN,2023.0,2071.0,4
2101,0,1,107,Morelos,25006.0,CULIACAN,2023.0,2063.0,5
2102,0,2,24,Guadalupe,25006.0,CULIACAN,2023.0,2061.0,5
2107,0,1,5,Nuevo Culiacan,99999.0,CULIACAN,2023.0,2073.0,5
2109,0,1,0,,99999.0,,2023.0,2072.0,5
2110,0,1,9999,,99999.0,,2023.0,2071.0,5
2113,0,2,9999,,99999.0,,2013.0,2053.0,5
2115,0,2,9999,,99999.0,,2023.0,2063.0,5
2118,0,1,30,Las Mañanitas,25006.0,CULIACAN,2031.0,2071.0,5
2121,0,1,23,Montserrat,99999.0,CULIACAN,2031.0,,3
2122,0,1,1,Bugambilias,25006.0,CULIACAN,2031.0,,3
2124,0,1,0,,99999.0,,2023.0,2071.0,5
2125,0,2,326,Nuevo Culiacan,25006.0,CULIACAN,2033.0,2041.0,4
2126,0,1,2,Mazatlan Iii,25006.0,CULIACAN,2033.0,2081.0,5
2127,0,2,153,Santa Natalia,25006.0,CULIACAN,2033.0,2083.0,5
2128,0,2,107,Ejidal,25006.0,CULIACAN,2033.0,2073.0,5
2129,0,1,64,ESCOBEDO,25006.0,EL DORADO,2033.0,2033.0,4
2130,0,2,1,Villa Mochis,25006.0,CULIACAN,2033.0,2073.0,5
2131,0,2,40,4 de Marzo,25006.0,CULIACAN,2033.0,2081.0,5
2132,0,2,2,Ferrocarrilera,25006.0,CULIACAN,2033.0,2083.0,4
2133,0,2,2,Obrera,25006.0,NAVOLATO,2033.0,2081.0,5
2134,0,2,70,Aquiles Serdan,25006.0,CULIACAN,2033.0,2073.0,5
2135,0,1,39,Villa Mochis,25006.0,CULIACAN,2033.0,2073.0,5
2136,0,1,2,Antonio Yamaguchi,25006.0,NAVOLATO,2033.0,2081.0,5
2137,0,1,91,Villa del Real,25015.0,GUAMUCHIL,2033.0,2041.0,4
2138,0,2,4,Infonavit Panteon,25015.0,GUAMUCHIL,2033.0,2073.0,5
2139,0,1,4,Centro,25015.0,GUAMUCHIL,2033.0,2081.0,5
2140,0,1,107,Las Mañanitas,25006.0,CULIACAN,2033.0,2073.0,5
2141,0,2,4,Centro,25015.0,GUAMUCHIL,2033.0,2071.0,5
2142,0,1,153,Libertad,25006.0,CULIACAN,2033.0,2083.0,5
2143,0,1,27,Las Mañanitas,25006.0,CULIACAN,2033.0,2073.0,5
2144,0,1,58,Emiliano Zapata,25006.0,CULIACAN,2033.0,,3
2145,0,1,190,Bugambilias,25006.0,CULIACAN,2033.0,2083.0,5
2146,0,1,3,Stase,25006.0,CULIACAN,2033.0,,3
2147,0,2,107,,25006.0,P.UNIDOS CLN,2033.0,2073.0,5
2148,0,1,97,Canaco,25006.0,CULIACAN,2033.0,2073.0,5
2149,0,2,2,Villa de Guadalupe,25006.0,CULIACAN,2033.0,2083.0,5
2150,0,2,26,Obrera,25006.0,ELDORADO,2033.0,2081.0,5
2151,0,1,4,Alhuey,25015.0,"ANGOSTURA, SIN.",2033.0,2081.0,5
2152,0,2,38,Las Mañanitas,25006.0,CULIACAN,2033.0,2073.0,5
2153,0,2,108,Margaritas,25009.0,CULIACAN,2033.0,2073.0,5
2154,0,1,4,Magisterio,25015.0,GUAMUCHIL,2033.0,2083.0,5
2155,0,1,2,4 de Marzo,25006.0,CULIACAN,2033.0,2073.0,5
2156,0,2,2,La Higueras,25006.0,CULIACAN,2033.0,2073.0,5
2157,0,2,2,Loma Linda,25006.0,CULIACAN,2033.0,2081.0,5
2158,0,2,500,Las Mañanitas,25006.0,CULIACAN,2033.0,2073.0,5
2159,0,1,37,,25004.0,CONCORDIA,2033.0,2073.0,5
2160,0,2,73,Los Angeles,25006.0,CULIACAN,2033.0,2071.0,5
2161,0,1,62,Centro,25006.0,ANGOSTURA,2033.0,2041.0,4
2162,0,1,117,Loma Linda,25006.0,CULIACAN,2033.0,2081.0,5
2163,0,2,56,Esthela Ortiz de Toledo,25006.0,CULIACAN,2033.0,2083.0,5
2164,0,1,2,Infonavit Jobori,25006.0,CULIACAN,2033.0,2081.0,5
2165,0,2,3,Issstesin,25006.0,CULIACAN,2033.0,2073.0,5
2166,0,1,103,Bugambilias,25006.0,CULIACAN,2033.0,2081.0,5
2167,0,1,3,FOV.DIAMENTE 2,25006.0,CULIACAN,2033.0,2081.0,5
2168,0,2,41,Centro,25006.0,CULIACAN,2033.0,2073.0,5
2169,0,1,5,La Higueras,25006.0,CULIACAN,2033.0,2073.0,5
2170,0,1,2,Los Angeles,25006.0,CULIACAN,2033.0,2081.0,5
2171,0,1,1,Lazaro Cardenas,25006.0,CULIACAN,2033.0,2073.0,5
2172,0,1,107,INF.BARRANCOS 2,25006.0,CULIACAN,2033.0,2073.0,5
2173,0,2,27,4 de Marzo,25006.0,CULIACAN,2033.0,2091.0,5
2174,0,1,2,Industrial El Palmito,25006.0,CULIACAN,2033.0,2081.0,5
2175,0,2,2,Villa de Guadalupe,25006.0,CULIACAN,2033.0,2073.0,5
2176,0,1,40,El Walamo,25006.0,CULIACAN,2033.0,2083.0,5
2177,0,2,24,La Higueras,25006.0,CULIACAN,2033.0,2081.0,5
2178,0,1,2,Morelos,25006.0,CULIACAN,2033.0,2081.0,5
2179,0,1,73,Stase,25006.0,CULIACAN,2033.0,2081.0,5
2180,0,1,91,,25015.0,V.B.JUAREZ S.AL,2033.0,2041.0,4
2181,0,2,5,Miguel Leyson,25006.0,CULIACAN,2033.0,2073.0,5
2182,0,1,193,Montserrat,25006.0,CULIACAN,2033.0,2081.0,5
2183,0,2,2,,25006.0,NAVOLATO,2033.0,2081.0,5
2184,0,1,118,Humaya,25006.0,CULIACAN,2033.0,2081.0,5
2185,0,2,127,Centro,25018.0,NAVOLATO,2033.0,2073.0,5
2186,0,2,153,Stase,25006.0,CULIACAN,2033.0,2073.0,5
2187,0,2,9,Alcanfores,25018.0,NAVOLATO,2033.0,2073.0,5
2188,0,1,15,El Toro,25017.0,SINALOA DE LEYV,2033.0,2083.0,5
2189,0,2,40,Guadalupe,25006.0,CULIACAN,2033.0,2073.0,5
2190,0,2,24,Nuevo Culiacan,25006.0,CULIACAN,2033.0,2073.0,5
2191,0,1,107,Las Granjas,25006.0,CULIACAN,2033.0,2073.0,5
2192,0,2,2,Villa del Real,25006.0,CULIACAN,2033.0,2071.0,5
2193,0,2,9,Alcanfores,25018.0,NAVOLATO,2033.0,2081.0,5
2194,0,2,9,,25018.0,NAVOLATO,2033.0,2073.0,5
2195,0,1,2,Las Mañanitas,25006.0,CULIACAN,2033.0,2081.0,5
2196,0,1,2,,25006.0,NAVOLATO,2033.0,2081.0,5
2197,0,1,139,Centro,25006.0,ANGOSTURA,2033.0,2081.0,5
2198,0,1,5,Ignacio Allende,25006.0,CULIACAN,2033.0,2081.0,5
2199,0,1,25,Estacion Dimas,25011.0,GUASAVE,2033.0,2091.0,5
2200,0,2,2,La Higueras,25006.0,CULIACAN,2033.0,2081.0,5
2201,0,2,12,CALDERON,25018.0,NAVOLATO,2033.0,2081.0,5
2202,0,2,2,Bugambilias,25006.0,CULIACAN,2033.0,2073.0,5
2203,0,1,2,Los Angeles,25006.0,CULIACAN,2033.0,2033.0,4
2204,0,2,211,Bugambilias,25006.0,CULIACAN,2033.0,2073.0,5
2205,0,1,40,Ferrocarrilera,25006.0,CULIACAN,2033.0,2073.0,5
2206,0,1,40,Gabriel Leyva Velazquez,25006.0,CULIACAN,2033.0,2073.0,5
2207,0,1,107,ROSALES,25006.0,CULIACAN,2033.0,2073.0,5
2208,0,1,178,Los Angeles,25012.0,CULIACAN,2033.0,2081.0,5
2209,0,1,33,Las Mañanitas,25006.0,CULIACAN,2033.0,,3
2210,0,1,22,Juarez,25015.0,GUAMUCHIL,2033.0,2081.0,5
2211,0,1,72,Las Granjas,25006.0,CULIACAN,2033.0,2041.0,4
2212,0,1,41,La Higueras,25006.0,CULIACAN,2033.0,2081.0,5
2213,0,2,14,,25011.0,GUASAVE,2033.0,2083.0,5
2214,0,1,44,La Choya,25011.0,GUASAVE,2033.0,2081.0,5
2215,0,1,2,Cascadas,25006.0,CULIACAN,2033.0,2073.0,5
2216,0,1,97,Centro,25006.0,CULIACAN,2033.0,2081.0,5
2217,0,1,4,San Rafael,25015.0,GUASAVE,2033.0,2041.0,4
2218,0,2,2,4 de Marzo,25006.0,CULIACAN,2033.0,2073.0,5
2219,0,1,80,Emiliano Zapata,25011.0,CULIACAN,2033.0,2073.0,5
2220,0,1,41,Ampliacion Loma Linda,25006.0,CULIACAN,2033.0,2041.0,4
2221,0,1,126,,25006.0,EL VALLE MOC.,2033.0,2081.0,5
2222,0,2,40,Bugambilias,25006.0,CULIACAN,2033.0,2071.0,5
2223,0,1,1,Nueva Vizcaya,25006.0,CULIACAN,2033.0,2081.0,5
2224,0,2,33,Las Mañanitas,25006.0,CULIACAN,2033.0,2073.0,5
2225,0,2,24,La Higueras,25006.0,CULIACAN,2033.0,2081.0,5
2226,0,2,107,Insurgentes,25006.0,CULIACAN,2033.0,2073.0,5
2227,0,1,5,Miguel Leyson,25006.0,CULIACAN,2033.0,2081.0,5
2228,0,1,107,Libertad,25006.0,CULIACAN,2033.0,2081.0,5
2229,0,2,41,Stase,25006.0,CULIACAN,2033.0,2081.0,5
2230,0,2,99,Las Mañanitas,25006.0,CULIACAN,2033.0,2073.0,5
2231,0,2,4,Insurgentes,25015.0,"GUAMUCHIL, SAL",2033.0,2033.0,4
2232,0,2,49,La Sirena,25011.0,GUASAVE,2033.0,2091.0,5
2233,0,2,24,Priv Lomas del Bosque,25006.0,CULIACAN,2033.0,2073.0,5
2234,0,1,118,Hidraulica,25006.0,CULIACAN,2033.0,2101.0,5
2235,0,1,22,Fovissste Playa Azul,25015.0,GUAMUCHIL,2033.0,2033.0,4
2236,0,2,2,Villa de Guadalupe,25006.0,CULIACAN,2033.0,2041.0,4
2237,0,1,127,,25018.0,CON.EL CAST.NAV,2033.0,2081.0,5
2238,0,2,2,Industrial Bravo,25006.0,CULIACAN,2033.0,2071.0,5
2239,0,1,9,Obrera,25018.0,NAVOLATO,2033.0,2081.0,5
2240,0,1,26,Antonio Toledo Corro,25006.0,CULIACAN,2033.0,2081.0,5
2241,0,2,26,Los Angeles,25006.0,CULIACAN,2033.0,2071.0,5
2242,0,1,41,El Chorizo,25006.0,CULIACAN,2033.0,,3
2243,0,1,116,Guadalupe,25006.0,CULIACAN,2033.0,2041.0,4
2244,0,2,41,Canaco,25006.0,CULIACAN,2033.0,2073.0,5
2245,0,1,38,Centro,25006.0,CULIACAN,2033.0,2073.0,5
2246,0,1,21,Culiacancito,25015.0,CULIACAN,2033.0,2073.0,5
2247,0,2,107,San Pedro,25006.0,NAVOLATO,2033.0,2081.0,5
2248,0,2,9,La Sirena,25018.0,NAVOLATO,2033.0,2073.0,5
2249,0,2,1,Villa del Real,25006.0,CULIACAN,2033.0,,3
2250,0,1,27,San Miguel,25006.0,CULIACAN,2033.0,,3
2251,0,2,1,Universidad 94,25006.0,CULIACAN,2033.0,2073.0,5
2252,0,1,97,Universidad 94,25006.0,CULIACAN,2033.0,2081.0,5
2253,0,1,21,Chapultepec,25006.0,CULIACAN,2033.0,2081.0,5
2254,0,1,33,La Higueras,25006.0,CULIACAN,2033.0,,3
2255,0,2,141,Infonavit Jobori,25013.0,MOCORITO,2033.0,2081.0,5
2256,0,1,17,Villa del Real,25006.0,CULIACAN,2033.0,2081.0,5
2257,0,1,192,Genaro Estrada,99999.0,EL ROSARIO,2033.0,2081.0,5
2258,0,1,41,BALC.NVO.CULIAC,25006.0,CULIACAN,2033.0,2081.0,5
2259,0,1,2,Las Mañanitas,25006.0,CULIACAN,2033.0,2081.0,5
2260,0,2,41,Nuevo Culiacan,25006.0,CULIACAN,2033.0,2071.0,5
2261,0,1,1,Mezquitillo,25006.0,CULIACAN,2033.0,2073.0,5
2262,0,1,5,Centro,25006.0,CULIACAN,2033.0,2083.0,5
2263,0,2,56,AGRIC.INDEPEND.,25002.0,ANGOSTURA,2033.0,2073.0,5
2264,0,1,30,Culiacancito,25006.0,CULIACAN,2033.0,2081.0,5
2265,0,2,4,Centro,25015.0,GUAMUCHIL,2033.0,2071.0,5
2266,0,1,17,El Chaleco,25006.0,CULIACAN,2033.0,2073.0,5
2267,0,1,50,Aquiles Serdan,25006.0,CULIACAN,2033.0,2081.0,5
2268,0,1,160,Centro,25006.0,NAVOLATO,2033.0,2081.0,5
2269,0,1,17,Humaya,25006.0,CULIACAN,2033.0,2051.0,4
2270,0,1,2,Stase,25006.0,CULIACAN,2033.0,2091.0,5
2271,0,1,4,Centro,25015.0,ANGOSTURA,2033.0,2073.0,4
2272,0,1,2,BALBUENA,25006.0,NAVOLATO,2033.0,2081.0,5
2273,0,2,2,El Walamo,25006.0,CULIACAN,2033.0,2073.0,5
2274,0,1,39,Miguel Hidalgo Y Costilla,25006.0,CULIACAN,2033.0,2071.0,5
2275,0,1,209,Independencia,25006.0,CULIACAN,2033.0,2073.0,5
2276,0,1,107,Ruben Jaramillo,25006.0,CULIACAN,2033.0,2073.0,5
2277,0,2,26,Nuevo Culiacan,25006.0,CULIACAN,2033.0,2081.0,5
2278,0,1,2,Nuevo Culiacan,25006.0,CULIACAN,2033.0,2091.0,5
2279,0,1,67,Miramar,99999.0,LA CRUZ ELOTA,2033.0,,3
2280,0,2,107,Santa Natalia,25006.0,CULIACAN,2033.0,2073.0,5
2281,0,2,2,4 de Marzo,25006.0,CULIACAN,2033.0,2073.0,5
2282,0,2,2,4 de Marzo,25006.0,CULIACAN,2033.0,2073.0,5
2283,0,1,4,Grijalva,25015.0,GUAMUCHIL,2033.0,2081.0,5
2284,0,1,17,Infonavit Jobori,25006.0,CULIACAN,2033.0,,3
2285,0,1,17,Villa de Guadalupe,25006.0,CULIACAN,2033.0,,3
2286,0,2,2,La Constancia,25006.0,"COSTA RICA, CLN",2033.0,2081.0,5
2287,0,1,160,FIDEL VELAZQUEZ,25006.0,V.A.FLORES NAV,2033.0,2073.0,5
2288,0,1,22,Juarez,25015.0,GUAMUCHIL,2033.0,2073.0,5
2289,0,1,4,Insurgentes,25015.0,GUAMUCHIL,2033.0,2081.0,5
2290,0,2,4,Villa del Real,25015.0,GUAMUCHIL,2033.0,2073.0,5
2291,0,2,107,Stase,25006.0,CULIACAN,2033.0,2083.0,5
2292,0,1,4,Agustina Ramirez,25015.0,GUAMUCHIL,2033.0,,3
2293,0,2,2,Villa de Guadalupe,25006.0,CULIACAN,2033.0,2073.0,5
2294,0,1,153,Bachigualato,25006.0,CULIACAN,2033.0,,3
2295,0,2,50,Aquiles Serdan,25006.0,CULIACAN,2033.0,2071.0,5
2296,0,1,2,Villa Satelite,25006.0,CULIACAN,2033.0,2073.0,5
2297,0,1,4,Militar,25015.0,GUAMUCHIL,2033.0,2073.0,5
2298,0,1,75,BALBUENA,25006.0,CAMPO BALB.NAV,2033.0,2081.0,5
2299,0,2,2,Salvador Alvarado,25006.0,CULIACAN,2033.0,2073.0,5
2300,0,1,2,San Pedro,25006.0,NAVOLATO,2033.0,2081.0,5
2301,0,1,2,Centro,25006.0,CULIACAN,2033.0,2081.0,5
2302,0,1,2,Tierra Blanca,25006.0,CULIACAN,2033.0,2081.0,4
2303,0,2,9,Nayarit,25018.0,NAVOLATO,2033.0,2081.0,5
2304,0,1,41,Guadalupe,25006.0,CULIACAN,2033.0,2081.0,5
2305,0,2,2,Santa Natalia,25006.0,CULIACAN,2033.0,2073.0,5
2306,0,2,24,Guadalupe,25006.0,CULIACAN,2033.0,2081.0,5
2307,0,2,2,Las Mañanitas,25006.0,CULIACAN,2033.0,2081.0,5
2308,0,1,39,Centro,25006.0,CULIACAN,2033.0,2073.0,5
2309,0,1,67,Mi Pueblito,99999.0,PUE.NUEVO ELOTA,2033.0,2081.0,5
2310,0,1,0,Burocrata,25006.0,CULIACAN,2033.0,2041.0,4
2311,0,1,12,Alcanfores,25018.0,NAVOLATO,2033.0,2073.0,5
2312,0,2,181,Priv Lomas del Bosque,25006.0,GUASAVE,2033.0,2073.0,5
2313,0,1,25,4 de Marzo,25011.0,ESTACION BAMOA,2033.0,2073.0,5
2314,0,1,192,Centro,99999.0,EL ROSARIO,2033.0,2081.0,5
2315,0,1,107,Cnop,25006.0,CULIACAN,2033.0,,3
2316,0,2,2,Santa Natalia,25006.0,CULIACAN,2033.0,2081.0,5
2317,0,2,112,Stanza Solare,25015.0,GUAMUCHIL,2033.0,2043.0,4
2318,0,1,25,Estacion Dimas,25011.0,GUASAVE,2033.0,2073.0,5
2319,0,2,40,Las Granjas,25006.0,CULIACAN,2033.0,2043.0,4
2320,0,1,2,Priv Lomas del Bosque,25006.0,CULIACAN,2033.0,2081.0,5
2321,0,1,5,Burocrata,25006.0,CULIACAN,2033.0,2081.0,5
2322,0,2,107,Centro,25006.0,CULICAN,2033.0,2073.0,5
2323,0,2,2,Lazaro Cardenas,25006.0,CULIACAN,2033.0,2081.0,5
2324,0,2,132,Villa del Real,25006.0,MAZATLAN,2033.0,2101.0,4
2325,0,1,1,Villa de Guadalupe,25006.0,CULIACAN,2033.0,2041.0,4
2326,0,2,41,Villa Satelite,25006.0,CULIACAN,2033.0,2043.0,4
2348,0,2,4,Morelos,25015.0,GUAMUCHIL,2033.0,2073.0,5
2358,0,2,5,Villa del Real,25006.0,CULIACAN,2033.0,2081.0,4
2380,0,2,55,Centro,25009.0,ESCUINAPA,2033.0,2081.0,5
2381,0,1,2,Las Granjas,25006.0,CULIACAN,2033.0,2081.0,5
2440,0,1,190,ZAPATA,25006.0,CULIACAN,2033.0,2081.0,5
2487,0,1,49,Centro,25011.0,GUASAVE,2033.0,,3
2493,0,1,153,Tierra Blanca,25006.0,CULIACAN,2033.0,2073.0,5
2495,0,1,190,Lazaro Cardenas,25006.0,CULIACAN,2033.0,2081.0,5
2521,0,1,49,Centro,25011.0,GUASAVE,2033.0,2081.0,5
2553,0,1,25,Campestre,25006.0,CULIACAN,2033.0,2081.0,5
2561,0,1,27,Libertad,25006.0,CULIACAN,2033.0,2083.0,5
2565,0,1,10,Priv Lomas del Bosque,25011.0,GUASAVE,2033.0,2081.0,5
2567,0,1,16,Villas,25006.0,Culiacan,2033.0,2093.0,5
2629,0,1,105,El Toro,25001.0,TEPIC,2033.0,2083.0,5
2757,0,2,23,La Higueras,25006.0,CULIACAN,2033.0,2073.0,5
2759,0,1,3,Infonavit Jobori,25006.0,CULIACAN,2033.0,2083.0,5
2801,0,2,41,La Constancia,25006.0,COSTA RICA,2033.0,2081.0,5
2823,0,2,34,Las Mañanitas,25006.0,CULIACAN,2033.0,2073.0,5
2844,0,2,80,El Walamo,99999.0,GUASAVE,2033.0,2073.0,5
2852,0,1,9999,,99999.0,,2033.0,2071.0,5
2854,0,1,23,Ampliacion Loma Linda,99999.0,CULIACAN,2033.0,2071.0,5
2856,0,1,0,,99999.0,,2033.0,2051.0,4
2858,0,2,3,Esperanza,99999.0,CULIACAN,2033.0,2062.0,4
2860,0,1,9999,,99999.0,,2033.0,2063.0,5
2865,0,1,71,Lazaro Cardenas,99999.0,CULIACAN,2033.0,2073.0,5
2866,0,2,9,Obrera,99999.0,NAVOLATO,2033.0,2081.0,5
2868,0,2,34,La Higueras,99999.0,GUAMUCHIL,2033.0,2073.0,5
2869,0,1,3,4 de Marzo,99999.0,CULIACAN,2033.0,2081.0,5
2876,0,2,1,4 de Marzo,99999.0,CULIACAN,2033.0,2081.0,5
2879,0,1,9999,,99999.0,,2033.0,2073.0,5
2888,0,1,0,,99999.0,,2041.0,2081.0,5
2891,0,2,117,4 de Marzo,25006.0,CULIACAN,2043.0,2083.0,5
2892,0,2,107,Los Angeles,25006.0,CULIACAN,2043.0,2083.0,5
2893,0,2,25,Genaro Estrada,25006.0,CULIACAN,2043.0,2083.0,5
2894,0,1,107,Montserrat,25006.0,CULIACAN,2043.0,2083.0,5
2895,0,1,73,Las Mañanitas,25006.0,CULIACAN,2043.0,2083.0,5
2896,0,2,70,Torres Porta Alegre,25006.0,CULIACAN,2043.0,,3
2897,0,1,107,Gabriel Leyva Velazquez,25006.0,CULIACAN,2043.0,2091.0,5
2898,0,1,61,La Sirena,25006.0,V.A.FLORES NAVO,2043.0,2083.0,5
2899,0,1,107,Jorge Almada,25006.0,CULIACAN,2043.0,2083.0,5
2900,0,1,107,Villa del Real,25006.0,CULIACAN,2043.0,2091.0,5
2901,0,2,128,Valle Dorado,25006.0,EL DORADO,2043.0,2083.0,5
2902,0,2,153,Santa Natalia,25006.0,CULIACAN,2043.0,2091.0,5
2903,0,2,124,Industrial El Palmito,25006.0,CULIACAN,2043.0,2083.0,5
2904,0,2,107,Industrial Bravo,25006.0,CULIACAN,2043.0,2091.0,5
2905,0,1,21,Centro,25015.0,GUAMUCHIL,2043.0,2083.0,5
2906,0,1,162,Centro,25012.0,MAZATLAN,2043.0,2083.0,5
2907,0,1,112,Universidad 94,99999.0,CULIACAM,2043.0,2061.0,4
2908,0,2,107,4 de Marzo,25006.0,CULIACAN,2043.0,2083.0,5
2909,0,1,150,LOMALINDA,99999.0,ROSARIO,2043.0,2083.0,5
2910,0,2,45,"EL ALTO, QUILA",25006.0,CULIACAN,2043.0,2083.0,5
2911,0,1,79,Villa de Guadalupe,25006.0,CULIACAN,2043.0,2083.0,5
2912,0,1,118,Revolucion,25006.0,CULIACAN,2043.0,2083.0,5
2913,0,2,107,Campestre,25006.0,CULIACAN,2043.0,2083.0,5
2914,0,2,97,Villa del Real,25006.0,CULIACAN,2043.0,2083.0,5
2915,0,1,55,Revolucion,25011.0,GUASAVE,2043.0,2083.0,5
2916,0,1,55,Ipis,25011.0,GUASAVE,2043.0,2083.0,5
2917,0,2,159,Primavera,99999.0,CULIACAN,2043.0,2051.0,4
2918,0,1,98,Los Angeles,25006.0,CULIACAN,2043.0,2083.0,5
2919,0,1,97,Villa Mochis,25006.0,CULIACAN,2043.0,2091.0,5
2920,0,1,204,El Walamo,99999.0,CULIACAN,2043.0,2083.0,5
2921,0,1,26,Bugambilias,25006.0,CULIACAN,2043.0,2093.0,5
2922,0,1,107,Morelos,25006.0,CULIACAN,2043.0,2083.0,5
2923,0,1,26,F.RIB.DEL TAMAZ,25006.0,CULIACAN,2043.0,2091.0,5
2924,0,1,27,El Toro,25006.0,CULIACAN,2043.0,,3
2925,0,2,112,Solidaridad,25015.0,CULIACAN,2043.0,2051.0,4
2926,0,1,97,Los Angeles,25006.0,CULIACAN,2043.0,2083.0,5
2927,0,1,117,Los Angeles,25006.0,CULIACAN,2043.0,2083.0,5
2928,0,2,117,Miguel Leyson,25006.0,CULIACAN,2043.0,2083.0,5
2929,0,1,107,Ampliacion Loma Linda,25006.0,CULIACAN,2043.0,2091.0,5
2930,0,2,107,BARRANCOS,25006.0,CULIACAN,2043.0,2051.0,4
2931,0,1,107,Universidad 94,25006.0,CULIACAN,2043.0,2083.0,5
2932,0,1,47,Issstesin,25011.0,CULIACAN,2043.0,2083.0,5
2933,0,1,121,Infonavit Jobori,25006.0,CULIACAN,2043.0,2083.0,5
2934,0,2,153,Cuauhtemoc,25006.0,CULIACAN,2043.0,2083.0,5
2935,0,1,107,Villa de Guadalupe,25006.0,CULIACAN,2043.0,2083.0,5
2936,0,2,107,Miguel Hidalgo Y Costilla,25006.0,CULIACAN,2043.0,2083.0,5
2937,0,2,107,Villa Union,25006.0,CULIACAN,2043.0,2083.0,5
2938,0,2,112,Santa Natalia,25015.0,GUAMUCHIL,2043.0,2083.0,5
2939,0,1,141,HIG.DE LOS VEGA,25013.0,MOCORITO,2043.0,2083.0,5
2940,0,1,127,Ejidal,25018.0,NAVOLATO,2043.0,2103.0,5
2941,0,1,153,Agustina Ramirez,25006.0,CULIACAN,2043.0,2083.0,5
2942,0,1,91,V. DEL RIO PLUS,25006.0,CULIACAN,2043.0,2091.0,5
2943,0,2,85,Margaritas,25006.0,CULIACAN,2043.0,2083.0,5
2944,0,2,107,Guadalupe,25006.0,CULIACAN,2043.0,2083.0,5
2945,0,2,153,Nueva Vizcaya,25006.0,CULIACAN,2043.0,2083.0,5
2946,0,1,107,Infonavit Jobori,25006.0,CULIACAN,2043.0,2083.0,5
2947,0,1,91,Gustavo Diaz Ordaz,25006.0,CULIACAN,2043.0,2091.0,5
2948,0,1,98,Canaco,25006.0,CULIACAN,2043.0,2091.0,5
2949,0,2,118,FRAC.NAKAYAMA,25006.0,CULIACAN,2043.0,2083.0,5
2950,0,1,107,Primavera,25006.0,CULIACAN,2043.0,,3
2951,0,1,112,15 de Julio,25015.0,GUAMUCHIL,2043.0,2083.0,5
2952,0,1,107,Villa Satelite,25006.0,CULIACAN,2043.0,2091.0,5
2953,0,1,77,Villa del Real,25006.0,CULIACAN,2043.0,2051.0,4
2954,0,1,103,Primavera,25006.0,CULIACAN,2043.0,2083.0,5
2955,0,1,70,INF.BARRANCOSII,25006.0,CULIACAN,2043.0,2083.0,5
2956,0,1,87,Priv Lomas del Bosque,25006.0,CULIACAN,2043.0,2091.0,5
2957,0,1,97,El Venadillo,25006.0,CULIACAN,2043.0,2091.0,5
2958,0,1,107,San Joaquin,25006.0,CULIACAN,2043.0,,2
2959,0,2,27,Finisterra,25006.0,CULIACAN,2043.0,2091.0,5
2960,0,2,26,Ignacio Allende,25006.0,CULIACAN,2043.0,2083.0,5
2961,0,2,107,Lazaro Cardenas,25006.0,CULIACAN,2043.0,2083.0,5
2962,0,1,117,Cascadas,25006.0,CULIACAN,2043.0,2091.0,4
