clave_alumno,materias_aprobadas,materias_reprobadas,materias_totales,promedio_calificaciones,desviacion_calificaciones,duracion_estudios,sexo,prepa,prepa_nombre,carrera,ciudad,colonia,carrera_codificada,ciudad_codificada,colonia_codificada
6430,55,1,56,92.0,14.525213188859514,0.0,1,143.0,UAS (ANGOSTURA),Industrial,CULIACAN,REAL,3,137,646
6431,0,6,6,0.0,0.0,0.0,1,46.0,COBAES 46(GRAL. ANTONIO ROSAS),Industrial,CULIACAN,El Walamo,3,137,267
6432,53,10,63,68.23809523809524,31.228458012872665,0.0,1,27.0,COBAES 27(LIC.RODOLFO MONJARA),Industrial,CULIACAN,AQUILES,3,137,69
6433,55,1,56,90.96428571428571,14.193422658162717,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,INF.,3,137,407
6434,55,1,56,86.85714285714286,14.52825281546717,0.0,2,45.0,COBAES 45(PROFR.ALEJANDRO CAL),Industrial,QUILA,Nio,3,399,578
6435,55,2,57,84.73684210526316,18.78404177923137,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Industrial,CULIACAN,FRACC.NAKAYAMA,3,137,351
6436,55,0,55,95.65454545454546,4.439795548421629,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Industrial,CULIACAN,Pemex,3,137,623
6437,55,1,56,88.44642857142857,14.224076442755454,0.0,1,82.0,UNIV. CATOLICA DE CULIACAN A.C,Industrial,CULIACAN,Olas,3,137,595
6438,48,1,49,85.77551020408163,15.297419861590019,0.0,1,27.0,COBAES 27(LIC.RODOLFO MONJARA),Industrial,CULIACAN,Emiliano Zapata,3,137,268
6439,55,0,55,95.94545454545455,5.372833523136562,0.0,2,29.0,COBAES 29(PROFRA.AGUSTINA ACH),Industrial,navolato,ej. Valdez Montoya,3,539,818
6440,55,0,55,86.8,9.728537631342364,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Villa del Real,3,137,785
6441,0,6,6,0.0,0.0,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Prodensa,3,137,640
6442,55,0,55,93.34545454545454,7.154946959500532,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Plaza,3,137,627
6443,55,1,56,91.21428571428571,14.021690062463668,0.0,1,98.0,COLEGIO SINALOA,Industrial,CULIACAN,Nuevo,3,137,582
6444,55,0,55,96.45454545454545,4.68179366473918,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,5,3,137,18
6445,0,1,1,0.0,,0.0,2,42.0,COBAES 42(SEVERIANO M. MORENO),Industrial,CULIACAN,Issstesin,3,137,438
6446,55,0,55,91.8,7.725379050990407,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Plaza,3,137,627
6447,55,0,55,95.65454545454546,5.932391254230119,0.0,2,125.0,UAS (8 DE JULIO EL TAMARINDO),Industrial,V.,s/c,3,466,857
6448,54,3,57,79.40350877192982,20.597208244533327,0.0,1,27.0,COBAES 27(LIC.RODOLFO MONJARA),Industrial,CULIACAN,INF.,3,137,407
6449,4,8,12,29.583333333333332,44.23379689647711,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,4 de Marzo,3,137,17
6450,4,8,12,28.833333333333332,43.05352553050749,0.0,1,27.0,COBAES 27(LIC.RODOLFO MONJARA),Industrial,CULIACAN,La Higueras,3,137,500
6451,55,0,55,96.54545454545455,4.736846043277152,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Mezquitillo,3,137,553
6452,18,10,28,53.107142857142854,40.96551330599045,0.0,1,217.0,CET. DEL MAR 08,Industrial,MAZATLAN,Gabriel Leyva Velazquez,3,346,380
6453,55,3,58,80.8103448275862,21.352067073238135,0.0,1,123.0,UAS (AUGUSTO CESAR SANDINO),Industrial,CULIACAN,ADOLFO,3,137,26
6454,16,5,21,59.714285714285715,35.045888285422095,0.0,1,135.0,UAS (RUIZ CORTINEZ),Industrial,CULIACAN,Ampliacion Loma Linda,3,137,85
6455,55,1,56,86.83928571428571,14.846826150839336,0.0,1,65.0,CENTRO DE ESTUDIOS DE BACHILLERATO,Industrial,CULIACAN,Libertad,3,137,515
6456,41,6,47,77.17021276595744,31.853140688052665,0.0,2,118.0,UAS (CENTRAL DIURNA),Industrial,CULIACAN,Evora,3,137,274
6457,55,2,57,87.12280701754386,19.103169310201793,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Industrial El Palmito,3,137,429
6458,12,1,13,83.84615384615384,26.826125803794806,0.0,1,98.0,COLEGIO SINALOA,Industrial,CULIACAN,La Higueras,3,137,500
6461,55,0,55,94.16363636363636,6.822521626700887,0.0,2,112.0,C.B.T.I.S. 45,Industrial,culiacan,4 de Marzo,3,516,17
6462,47,6,53,73.83018867924528,28.211928634381017,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,VILLA,3,137,761
6463,54,0,54,98.29629629629629,3.0691995737911246,0.0,1,118.0,UAS (CENTRAL DIURNA),Industrial,CULIACAN,Ejidal,3,137,252
6464,47,10,57,67.3859649122807,32.77235027207981,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,FRACC.,3,137,332
6465,55,0,55,96.89090909090909,4.228092675990873,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Stase,3,137,728
6466,55,0,55,93.56363636363636,6.43129972568657,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Olas,3,137,595
6467,55,0,55,92.0,6.944222218666557,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Fovissste Playa Azul,3,137,359
6468,55,0,55,94.8,5.43104928133563,0.0,2,94.0,COLEGIO MONTFERRANT,Industrial,CULIACAN,LA,3,137,467
6469,55,0,55,87.49090909090908,8.806295574805661,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Bugambilias,3,137,141
6470,55,1,56,88.67857142857143,14.618925644964028,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Popular,3,137,630
6471,4,2,6,60.5,47.428894146922715,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Los Angeles,3,137,521
6472,55,3,58,84.32758620689656,21.67656016848734,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,INF.,3,137,407
6473,55,1,56,88.60714285714286,14.951653689540423,0.0,2,94.0,COLEGIO MONTFERRANT,Industrial,CULIACAN,El Walamo,3,137,267
6474,55,2,57,86.6842105263158,18.97663779374227,0.0,2,94.0,COLEGIO MONTFERRANT,Industrial,CULIACAN,El Walamo,3,137,267
6475,53,10,63,73.33333333333333,33.29583912782206,0.0,2,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,Magisterio,3,275,542
6476,55,0,55,90.72727272727273,9.031743495715022,0.0,2,112.0,C.B.T.I.S. 45,Industrial,SALVADOR,Olas,3,420,595
6477,51,9,60,69.85,30.82637270645524,0.0,1,98.0,COLEGIO SINALOA,Industrial,CULIACAN,RES.,3,137,654
6478,52,9,61,70.91803278688525,31.062461311561265,0.0,1,25.0,COBAES 25(GRAL.SALVADOR ALVAR),Industrial,CULIACAN,Fovissste Playa Azul,3,137,359
6479,55,1,56,86.58928571428571,14.650816652030993,0.0,2,94.0,COLEGIO MONTFERRANT,Industrial,CULIACAN,Guadalupe,3,137,384
6480,55,0,55,92.25454545454545,8.203924494068499,0.0,1,29.0,COBAES 29(PROFRA.AGUSTINA ACH),Industrial,CULIACAN,Plaza,3,137,627
6481,55,1,56,87.17857142857143,14.695833847302861,0.0,1,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,El Walamo,3,137,267
6482,53,7,60,73.05,28.003283705756452,0.0,1,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,Olas,3,137,595
6483,55,0,55,91.87272727272727,7.810379005017631,0.0,2,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,Olas,3,137,595
6484,55,0,55,93.36363636363636,5.967081414398548,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Stase,3,137,728
6485,55,3,58,81.3103448275862,21.17943962990764,0.0,1,87.0,PREPARATORIA CERVANTES,Industrial,CULIACAN,INF.,3,137,407
6486,55,2,57,86.40350877192982,18.66036637322422,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Universidad 94,3,137,747
6487,55,0,55,92.65454545454546,7.434200701308789,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,4 de Marzo,3,137,17
6488,55,0,55,92.72727272727273,8.402941604547042,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Los Angeles,3,137,521
6489,55,0,55,90.05454545454545,8.669696440108869,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Los Robles,3,137,525
6490,55,0,55,96.89090909090909,4.275999892911021,0.0,2,47.0,COBAES 47(PROFR.MIGUEL CASTRO),Industrial,CULIACAN,Andalucia,3,137,87
6491,3,8,11,22.09090909090909,38.26344089455246,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Villa de Guadalupe,3,137,784
6492,55,0,55,97.43636363636364,4.031191517467888,0.0,2,47.0,COBAES 47(PROFR.MIGUEL CASTRO),Industrial,Culiacán,Nuevo Horizonte,3,180,586
6493,55,2,57,86.6140350877193,18.789011212831014,0.0,2,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Union de Colonos,3,137,746
6494,55,1,56,85.125,14.294388600235601,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,FRACC.,3,137,332
6495,55,1,56,84.53571428571429,14.93861900117737,0.0,1,98.0,COLEGIO SINALOA,Industrial,CULIACAN,Olas,3,137,595
6496,53,7,60,72.23333333333333,28.18844977229099,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Centro,3,137,183
6497,55,0,55,94.54545454545455,7.315174947448936,0.0,2,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,San Miguel,3,137,717
6498,38,11,49,60.59183673469388,34.03057348874375,0.0,2,98.0,COLEGIO SINALOA,Industrial,CULIACAN,INF.,3,137,407
6499,40,14,54,56.98703703703704,35.002663221027056,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Olas,3,137,595
6500,55,1,56,86.98214285714286,15.07495342544118,0.0,2,98.0,COLEGIO SINALOA,Industrial,CULIACAN,Stase,3,137,728
6501,53,7,60,74.35,28.480040587478218,0.0,1,98.0,COLEGIO SINALOA,Industrial,CULIACAN,FRACC.,3,137,332
6502,31,9,40,63.4,35.55696044233021,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Guadalupe,3,137,384
6503,39,14,53,57.77358490566038,35.68809406588074,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Villa del Real,3,137,785
6504,55,0,55,90.76363636363637,7.983695506430208,0.0,2,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,INF.,3,137,407
6505,15,9,24,49.458333333333336,39.72074167032358,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Primavera,3,137,636
6506,55,0,55,88.07272727272728,8.80205057222999,0.0,2,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Olimpica,3,137,596
6507,55,0,55,86.01818181818182,8.14337019387416,0.0,1,10.0,COBAES 10(ING. FEDERICO DELGA),Industrial,GUASAVE,DEL,3,285,205
6508,7,9,16,33.26875,39.1945016339452,0.0,1,71.0,CONALEP   (CULIACAN II),Industrial,CULIACAN,Adolfo Lopez Mateos,3,137,72
6509,55,2,57,85.82456140350877,18.97566374428944,0.0,2,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Industrial,CULIACAN,Bugambilias,3,137,141
6510,13,12,25,39.44,38.92201604918909,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Plutarco Elias Calles,3,137,629
6511,29,7,36,68.08333333333333,35.00642798115797,0.0,1,156.0,CONALEP 115 (NAVOLATO),Industrial,NAVOLATO,Jardin,3,357,453
6512,54,1,55,86.05454545454545,15.049816267880805,0.0,2,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Industrial,CULIACAN,San Ignacio,3,137,713
6513,55,0,55,92.2,6.835094623962314,0.0,2,77.0,COLEGIO DEL VALLE A.C.,Industrial,CULIACAN,Colon,3,137,191
6514,7,5,12,51.166666666666664,45.42092696170573,0.0,1,118.0,UAS (CENTRAL DIURNA),Industrial,CULIACAN,El Walamo,3,137,267
6515,55,0,55,94.01818181818182,5.4415783014465955,0.0,2,45.0,COBAES 45(PROFR.ALEJANDRO CAL),Industrial,QUILA,OSO,3,399,590
6516,7,4,11,53.0,42.862571084805445,0.0,1,119.0,UAS (CENT. VESP. FLORES MAGON),Industrial,CULIACAN,LOMALINDA,3,137,488
6517,18,6,24,67.79166666666667,40.76547896642844,0.0,2,183.0,PREPARATORIA POR COOPERACION (JOSE VASCONCELOS),Industrial,CULIACAN,Los Angeles,3,137,521
6518,55,1,56,91.42857142857143,14.327160656163958,0.0,2,20.0,COBAES 20(PROFR.JESUS M. IBAR),Industrial,PERICOS,Cascadas,3,376,182
6519,54,4,58,77.03448275862068,22.920124855942166,0.0,1,20.0,COBAES 20(PROFR.JESUS M. IBAR),Industrial,PERICOS,Centro,3,376,183
6520,55,2,57,83.45614035087719,18.688298645560653,0.0,1,20.0,COBAES 20(PROFR.JESUS M. IBAR),Industrial,JUAN,conocido,3,300,812
6521,54,3,57,82.6842105263158,21.05702961579817,0.0,1,23.0,COBAES 23(PROFRA.MA.T. DORAME),Industrial,CULIACAN,VILLA,3,137,761
6522,43,12,55,64.72727272727273,35.59622043266545,0.0,1,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,san,3,275,861
6523,54,2,56,91.07142857142857,19.062440121260014,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,INF.,3,137,407
6524,55,4,59,76.88135593220339,22.79752311543327,0.0,1,118.0,UAS (CENTRAL DIURNA),Industrial,CULIACAN,Stase,3,137,728
6525,55,0,55,91.69090909090909,7.30518011863202,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,LOS,3,137,492
6526,54,1,55,85.58181818181818,15.024290097348791,0.0,1,98.0,COLEGIO SINALOA,Industrial,CULIACAN,LA,3,137,467
6527,44,8,52,69.57692307692308,31.26192080323428,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Libertad,3,137,515
6528,55,0,55,90.72727272727273,8.129631547057292,0.0,1,150.0,UAS(VICTOR M.TIRADO EL ROSARIO,Industrial,CULICAN,Montserrat,3,171,563
6529,45,7,52,70.32692307692308,29.35631084495018,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Olas,3,137,595
6530,54,0,54,90.9074074074074,8.340102072852856,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,10,3,137,2
6531,26,6,32,76.21875,37.65696985993772,0.0,2,10.0,COBAES 10(ING. FEDERICO DELGA),Industrial,CULIACAN,Ignacio Allende,3,137,426
6533,55,2,57,81.87719298245614,18.18071012230761,0.0,1,173.0,COLEGIO GUASAVE,Industrial,GUASAVE,DEL,3,285,205
6534,35,11,46,62.65217391304348,36.46503188980695,0.0,1,73.0,LICEO COLHUACAN,Industrial,CULIACAN,FRACC.,3,137,332
6535,55,0,55,93.43636363636364,6.90347104418585,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Universidad 94,3,137,747
6536,54,2,56,85.32142857142857,18.44215245064922,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,4,3,137,16
6537,55,0,55,87.8,8.494878631443944,0.0,1,10.0,COBAES 10(ING. FEDERICO DELGA),Industrial,GUASAVE,Centro,3,285,183
6538,43,12,55,63.14545454545455,34.491232477908326,0.0,1,41.0,COBAES 41(PABLO DE VILLAVICEN),Industrial,EL,Presidentes,3,206,635
6539,55,0,55,88.81818181818181,9.327559541668284,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Las Mañanitas,3,137,510
6540,55,0,55,93.45454545454545,6.051685353923785,0.0,2,127.0,UAS (NAVOLATO),Industrial,NAVOLATO,CALDERON,3,357,148
6541,1,5,6,13.333333333333334,32.659863237109036,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,RECURSOS,3,137,649
6542,55,0,55,94.87272727272727,5.869111061009549,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,San Miguel,3,137,717
6543,5,1,6,79.33333333333333,39.44954583600003,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Plutarco Elias Calles,3,137,629
6544,55,0,55,95.14545454545454,6.0351384095889316,0.0,2,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Stase,3,137,728
6545,6,6,12,47.0,49.3429556545539,0.0,2,143.0,UAS (ANGOSTURA),Industrial,ANGOSTURA,La Constancia,3,36,498
6546,55,1,56,86.64285714285714,15.033814699389652,0.0,1,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,FRACC.,3,275,332
6547,54,6,60,74.96666666666667,26.914155223830253,0.0,1,112.0,C.B.T.I.S. 45,Industrial,CULIACAN,Rotarismo,3,137,676
6548,54,1,55,88.14545454545454,15.21502447244071,0.0,1,14.0,COBAES 14(PROFRA.IGNACIA ARRA),Industrial,EST.,,3,261,870
6549,55,1,56,89.55357142857143,14.358930883039172,0.0,1,56.0,COBAES 56(GRAL. MACARIO GAXIO),Industrial,MOCORITO,MELCHOR,3,353,539
6550,55,0,55,93.81818181818181,6.708454889418801,0.0,1,190.0,PREPARATORIA ABIERTA (SEP),Industrial,CULIACAN,BUENOS,3,137,128
6551,55,0,55,87.83636363636364,10.591337544259032,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Los Angeles,3,137,521
6552,55,1,56,89.53571428571429,14.471243316207598,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,INF.,3,137,407
6553,54,2,56,82.89285714285714,18.33990043735102,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Olas,3,137,595
6554,55,1,56,91.05357142857143,14.40507441255229,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Las Granjas,3,137,509
6555,54,1,55,89.87272727272727,15.027203166818339,0.0,1,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,Magisterio,3,275,542
6556,1,5,6,12.333333333333334,30.21037349432586,0.0,1,55.0,COBAES 55(LIC.RAUL CERVANTES ),Industrial,GUASAVE,Los Angeles,3,285,521
6557,55,1,56,89.14285714285714,15.072465650291619,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,INF.,3,137,407
6558,55,4,59,76.0,23.1606086514031,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,BALCONES,3,137,111
6559,55,5,60,79.61666666666666,25.855590921905154,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Pemex,3,137,623
6560,55,4,59,75.64406779661017,22.896892359433014,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Villa del Real,3,137,785
6561,54,2,56,88.75,18.855671922166113,0.0,1,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,El Walamo,3,275,267
6562,55,0,55,94.43636363636364,6.042331032785632,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Montserrat,3,137,563
6563,8,9,17,39.88235294117647,44.38169999129874,0.0,2,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Las Granjas,3,137,509
6564,18,5,23,64.56521739130434,35.887230049593,0.0,1,25.0,COBAES 25(GRAL.SALVADOR ALVAR),Industrial,CULIACAN,Amado Nervo,3,137,83
6565,20,3,23,72.34782608695652,29.576724103518497,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Lazaro Cardenas,3,137,512
6566,53,0,53,91.75471698113208,7.431496537289415,0.0,1,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,VILLA,3,137,761
6567,45,11,56,67.08928571428571,34.549188537090544,0.0,2,127.0,UAS (NAVOLATO),Industrial,CULIACAN,Bugambilias,3,137,141
6568,9,3,12,64.83333333333333,40.153870714208026,0.0,1,25.0,COBAES 25(GRAL.SALVADOR ALVAR),Industrial,CULIACAN,Villa de Guadalupe,3,137,784
6569,48,8,56,70.17857142857143,30.36331946331246,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Centro,3,137,183
6570,52,11,63,67.58730158730158,32.41596327211627,0.0,1,55.0,COBAES 55(LIC.RAUL CERVANTES ),Industrial,GUASAVE,Nio,3,285,578
6571,55,0,55,86.4,9.458682078739441,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,LOS,3,137,492
6572,55,1,56,85.44642857142857,15.687771314981893,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,21,3,137,10
6573,55,0,55,95.85454545454546,5.1114185239128425,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Santa Natalia,3,137,721
6574,54,3,57,78.10526315789474,20.535408627996595,0.0,1,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,El Walamo,3,275,267
6575,47,0,47,94.93617021276596,5.427002757224242,0.0,2,145.0,Uas (guasave Diurna),Industrial,CULIACAN,Capistrano Ii,3,137,179
6576,44,5,49,74.14285714285714,27.004629232781554,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACANCITO,,3,156,870
6577,55,0,55,87.23636363636363,9.219471416445371,0.0,1,119.0,UAS (CENT. VESP. FLORES MAGON),Industrial,CULIACAN,ADOLFO,3,137,26
6578,55,1,56,89.26785714285714,14.259275860012947,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,VILLA,3,137,761
6579,51,8,59,70.94915254237289,29.34128768582825,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Villa del Real,3,137,785
6580,53,3,56,81.96428571428571,21.88396198607081,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,San Ignacio,3,137,713
6581,55,1,56,89.42857142857143,15.181157151796183,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,VILLAS,3,137,765
6582,55,5,60,76.41666666666667,24.88706128109624,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Montserrat,3,137,563
6583,5,11,16,27.0,42.11096452627668,0.0,1,120.0,UAS (CENTRAL NOCTURNA),Industrial,CULIACAN,Humaya,3,137,400
6584,26,8,34,62.88235294117647,36.49887063913435,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,VILLAS,3,137,765
6585,55,0,55,92.8,7.32676473496191,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Colon,3,137,191
6586,55,1,56,89.17857142857143,14.448790000118784,0.0,2,145.0,Uas (guasave Diurna),Industrial,CULIACAN,Cascadas,3,137,182
6587,4,2,6,57.333333333333336,45.217990519998416,0.0,2,118.0,UAS (CENTRAL DIURNA),Industrial,CULIACAN,Infonavit Jobori,3,137,433
6588,55,0,55,88.36363636363636,9.652026531336107,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Los Angeles,3,137,521
6589,55,0,55,96.18181818181819,5.040910077632254,0.0,2,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,Nuevo,3,137,582
6590,4,2,6,61.0,47.958315233127195,0.0,1,27.0,COBAES 27(LIC.RODOLFO MONJARA),Industrial,CULIACAN,Infonavit Jobori,3,137,433
6591,55,0,55,97.14545454545454,3.964743613298583,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Montserrat,3,137,563
6592,2,4,6,28.666666666666668,44.57203906785808,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Salvador Alvarado,3,137,709
6593,55,0,55,91.98181818181818,7.093269916933803,0.0,1,143.0,UAS (ANGOSTURA),Industrial,culiacan,Guadalupe,3,516,384
6594,54,1,55,84.07272727272728,14.737021340141904,0.0,1,333.0,UAS (EL ROSARIO),Industrial,"NIEBLAS,",niebla,3,363,850
6595,52,7,59,70.7457627118644,27.388389951759123,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,Chapultepec,3,137,185
6596,54,1,55,86.05454545454545,14.346787202377506,0.0,1,33.0,COBAES 33(DR. RIGOBERTO AGUIL),Industrial,CULIACAN,PLUTARCO,3,137,602
6597,54,2,56,86.57142857142857,18.837928030108095,0.0,1,112.0,C.B.T.I.S. 45,Industrial,CULIACAN,Morelos,3,137,565
6598,54,3,57,86.75438596491227,22.037533487337324,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,FRACC.,3,137,332
6599,3,3,6,44.833333333333336,49.11381339976226,0.0,1,202.0,UAS (DR. GABINO BARREDA),Industrial,JUAN ALDAMA,,3,301,870
6600,45,9,54,69.5,32.31493024874311,0.0,1,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,LA,3,275,467
6601,55,0,55,95.83636363636364,6.396653165302282,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,DIAZ,3,137,208
6602,7,4,11,52.81818181818182,42.451897912385924,0.0,1,15.0,COBAES 15(LIC. JOSE G. HEREDIA),Industrial,SINALOA DE LEYVA,Tierra Blanca,3,443,736
6603,55,0,55,92.50909090909092,6.957204438759409,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,BUENOS,3,137,128
6604,55,1,56,87.58928571428571,14.927432691298485,0.0,2,27.0,COBAES 27(LIC.RODOLFO MONJARA),Industrial,CULIACAN,Primavera,3,137,636
6605,55,0,55,93.76363636363637,9.03073688877097,0.0,2,47.0,COBAES 47(PROFR.MIGUEL CASTRO),Industrial,GUASAVE,La Choya,3,285,497
6606,55,0,55,96.96363636363637,5.594188904117336,0.0,2,157.0,"CONALEP 121 (EL ROSARIO, SIN)",Industrial,"Culiacan,",Conchas,3,178,194
6607,55,0,55,93.87272727272727,7.657130652643311,0.0,2,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Industrial,CULIACAN,Las Fuentes,3,137,508
6608,3,8,11,24.727272727272727,42.35349078668937,0.0,2,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Salvador Alvarado,3,137,709
6609,55,0,55,90.65454545454546,8.637168135487084,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,LOMALINDA,3,137,488
6610,6,0,6,78.16666666666667,6.21020665249287,0.0,1,336.0,UAS (ING. JUAN DE DIOS BATIZ PAREDES),Industrial,CULIACAN,Infonavit Jobori,3,137,433
6611,45,12,57,65.52631578947368,34.983212945210234,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,RED,3,137,651
6612,7,4,11,53.54545454545455,42.59428045257634,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Industrial,CULIACAN,Infonavit Jobori,3,137,433
6613,45,4,49,78.20408163265306,25.374675360679273,0.0,1,144.0,UAS (GUAMUCHIL),Industrial,CULIACAN,VILLA,3,137,761
6614,55,1,56,91.625,14.41030250139872,0.0,2,92.0,INSTITUTO CHAPULTEPEC,Industrial,CULIACAN,INF.,3,137,407
6615,54,0,54,93.5925925925926,7.932542285667713,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Libertad,3,137,515
